PING 8.8.8.8 (8.8.8.8) 56(84) bytes of data.
64 bytes from 8.8.8.8: icmp_seq=712 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=713 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=714 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=715 ttl=114 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=716 ttl=114 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=717 ttl=114 time=26.2 ms
64 bytes from 8.8.8.8: icmp_seq=718 ttl=114 time=35.3 ms
64 bytes from 8.8.8.8: icmp_seq=719 ttl=114 time=35.8 ms
64 bytes from 8.8.8.8: icmp_seq=720 ttl=114 time=31.0 ms
64 bytes from 8.8.8.8: icmp_seq=721 ttl=114 time=30.9 ms
64 bytes from 8.8.8.8: icmp_seq=722 ttl=114 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=723 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=724 ttl=114 time=28.0 ms
64 bytes from 8.8.8.8: icmp_seq=725 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=726 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=727 ttl=114 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=728 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=729 ttl=114 time=21.4 ms
64 bytes from 8.8.8.8: icmp_seq=730 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=731 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=732 ttl=114 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=733 ttl=114 time=30.4 ms
64 bytes from 8.8.8.8: icmp_seq=734 ttl=114 time=26.3 ms
64 bytes from 8.8.8.8: icmp_seq=735 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=736 ttl=114 time=32.4 ms
64 bytes from 8.8.8.8: icmp_seq=737 ttl=114 time=29.0 ms
64 bytes from 8.8.8.8: icmp_seq=738 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=739 ttl=114 time=33.9 ms
64 bytes from 8.8.8.8: icmp_seq=740 ttl=114 time=29.4 ms
64 bytes from 8.8.8.8: icmp_seq=741 ttl=114 time=33.5 ms
64 bytes from 8.8.8.8: icmp_seq=742 ttl=114 time=45.3 ms
64 bytes from 8.8.8.8: icmp_seq=743 ttl=114 time=31.6 ms
64 bytes from 8.8.8.8: icmp_seq=744 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=745 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=746 ttl=114 time=26.5 ms
64 bytes from 8.8.8.8: icmp_seq=747 ttl=114 time=57.1 ms
64 bytes from 8.8.8.8: icmp_seq=748 ttl=114 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=749 ttl=114 time=28.2 ms
64 bytes from 8.8.8.8: icmp_seq=750 ttl=114 time=27.6 ms
64 bytes from 8.8.8.8: icmp_seq=751 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=752 ttl=114 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=753 ttl=114 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=754 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=755 ttl=114 time=40.9 ms
64 bytes from 8.8.8.8: icmp_seq=756 ttl=114 time=29.9 ms
64 bytes from 8.8.8.8: icmp_seq=757 ttl=114 time=28.9 ms
64 bytes from 8.8.8.8: icmp_seq=758 ttl=114 time=22.4 ms
64 bytes from 8.8.8.8: icmp_seq=759 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=760 ttl=114 time=25.3 ms
64 bytes from 8.8.8.8: icmp_seq=761 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=762 ttl=114 time=28.0 ms
64 bytes from 8.8.8.8: icmp_seq=763 ttl=114 time=53.0 ms
64 bytes from 8.8.8.8: icmp_seq=764 ttl=114 time=41.9 ms
64 bytes from 8.8.8.8: icmp_seq=765 ttl=114 time=53.9 ms
64 bytes from 8.8.8.8: icmp_seq=766 ttl=114 time=33.5 ms
64 bytes from 8.8.8.8: icmp_seq=767 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=768 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=769 ttl=114 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=770 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=771 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=772 ttl=114 time=32.9 ms
64 bytes from 8.8.8.8: icmp_seq=773 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=774 ttl=114 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=775 ttl=114 time=28.0 ms
64 bytes from 8.8.8.8: icmp_seq=776 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=777 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=778 ttl=114 time=48.5 ms
64 bytes from 8.8.8.8: icmp_seq=779 ttl=114 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=780 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=781 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=782 ttl=114 time=16.9 ms
64 bytes from 8.8.8.8: icmp_seq=783 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=784 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=785 ttl=114 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=786 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=787 ttl=114 time=33.4 ms
64 bytes from 8.8.8.8: icmp_seq=788 ttl=114 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=789 ttl=114 time=31.6 ms
64 bytes from 8.8.8.8: icmp_seq=790 ttl=114 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=791 ttl=114 time=38.3 ms
64 bytes from 8.8.8.8: icmp_seq=792 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=793 ttl=114 time=42.7 ms
64 bytes from 8.8.8.8: icmp_seq=794 ttl=114 time=27.5 ms
64 bytes from 8.8.8.8: icmp_seq=795 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=796 ttl=114 time=32.4 ms
64 bytes from 8.8.8.8: icmp_seq=797 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=798 ttl=114 time=23.5 ms
64 bytes from 8.8.8.8: icmp_seq=799 ttl=114 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=800 ttl=114 time=24.9 ms
64 bytes from 8.8.8.8: icmp_seq=801 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=802 ttl=114 time=26.3 ms
64 bytes from 8.8.8.8: icmp_seq=803 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=804 ttl=114 time=29.2 ms
64 bytes from 8.8.8.8: icmp_seq=805 ttl=114 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=806 ttl=114 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=807 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=808 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=809 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=810 ttl=114 time=41.5 ms
64 bytes from 8.8.8.8: icmp_seq=811 ttl=114 time=47.8 ms
64 bytes from 8.8.8.8: icmp_seq=812 ttl=114 time=43.3 ms
64 bytes from 8.8.8.8: icmp_seq=813 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=814 ttl=114 time=31.1 ms
64 bytes from 8.8.8.8: icmp_seq=815 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=816 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=817 ttl=114 time=31.4 ms
64 bytes from 8.8.8.8: icmp_seq=818 ttl=114 time=33.3 ms
64 bytes from 8.8.8.8: icmp_seq=819 ttl=114 time=27.4 ms
64 bytes from 8.8.8.8: icmp_seq=820 ttl=114 time=31.4 ms
64 bytes from 8.8.8.8: icmp_seq=821 ttl=114 time=33.8 ms
64 bytes from 8.8.8.8: icmp_seq=822 ttl=114 time=29.8 ms
64 bytes from 8.8.8.8: icmp_seq=823 ttl=114 time=29.1 ms
64 bytes from 8.8.8.8: icmp_seq=824 ttl=114 time=34.5 ms
64 bytes from 8.8.8.8: icmp_seq=825 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=826 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=827 ttl=114 time=39.9 ms
64 bytes from 8.8.8.8: icmp_seq=828 ttl=114 time=31.5 ms
64 bytes from 8.8.8.8: icmp_seq=829 ttl=114 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=830 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=831 ttl=114 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=832 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=833 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=834 ttl=114 time=27.9 ms
64 bytes from 8.8.8.8: icmp_seq=835 ttl=114 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=836 ttl=114 time=30.7 ms
64 bytes from 8.8.8.8: icmp_seq=837 ttl=114 time=28.4 ms
64 bytes from 8.8.8.8: icmp_seq=838 ttl=114 time=27.3 ms
64 bytes from 8.8.8.8: icmp_seq=839 ttl=114 time=67.3 ms
64 bytes from 8.8.8.8: icmp_seq=840 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=841 ttl=114 time=53.4 ms
64 bytes from 8.8.8.8: icmp_seq=842 ttl=114 time=43.3 ms
64 bytes from 8.8.8.8: icmp_seq=843 ttl=114 time=43.0 ms
64 bytes from 8.8.8.8: icmp_seq=844 ttl=114 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=845 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=846 ttl=114 time=30.1 ms
64 bytes from 8.8.8.8: icmp_seq=847 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=848 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=849 ttl=114 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=850 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=851 ttl=114 time=31.0 ms
64 bytes from 8.8.8.8: icmp_seq=852 ttl=114 time=33.0 ms
64 bytes from 8.8.8.8: icmp_seq=853 ttl=114 time=34.1 ms
64 bytes from 8.8.8.8: icmp_seq=854 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=855 ttl=114 time=27.2 ms
64 bytes from 8.8.8.8: icmp_seq=856 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=857 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=858 ttl=114 time=200 ms
64 bytes from 8.8.8.8: icmp_seq=859 ttl=114 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=860 ttl=114 time=32.4 ms
64 bytes from 8.8.8.8: icmp_seq=861 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=862 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=863 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=864 ttl=114 time=27.1 ms
64 bytes from 8.8.8.8: icmp_seq=865 ttl=114 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=866 ttl=114 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=867 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=868 ttl=114 time=23.5 ms
64 bytes from 8.8.8.8: icmp_seq=869 ttl=114 time=38.1 ms
64 bytes from 8.8.8.8: icmp_seq=870 ttl=114 time=51.8 ms
64 bytes from 8.8.8.8: icmp_seq=871 ttl=114 time=25.4 ms
64 bytes from 8.8.8.8: icmp_seq=872 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=873 ttl=114 time=28.0 ms
64 bytes from 8.8.8.8: icmp_seq=874 ttl=114 time=39.1 ms
64 bytes from 8.8.8.8: icmp_seq=875 ttl=114 time=28.8 ms
64 bytes from 8.8.8.8: icmp_seq=876 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=877 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=878 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=879 ttl=114 time=41.8 ms
64 bytes from 8.8.8.8: icmp_seq=880 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=881 ttl=114 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=882 ttl=114 time=26.6 ms
64 bytes from 8.8.8.8: icmp_seq=883 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=884 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=885 ttl=114 time=23.1 ms
64 bytes from 8.8.8.8: icmp_seq=886 ttl=114 time=22.3 ms
64 bytes from 8.8.8.8: icmp_seq=887 ttl=114 time=27.3 ms
64 bytes from 8.8.8.8: icmp_seq=888 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=889 ttl=114 time=24.1 ms
64 bytes from 8.8.8.8: icmp_seq=890 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=891 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=892 ttl=114 time=30.6 ms
64 bytes from 8.8.8.8: icmp_seq=893 ttl=114 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=894 ttl=114 time=23.0 ms
64 bytes from 8.8.8.8: icmp_seq=895 ttl=114 time=22.2 ms
64 bytes from 8.8.8.8: icmp_seq=896 ttl=114 time=29.2 ms
64 bytes from 8.8.8.8: icmp_seq=897 ttl=114 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=898 ttl=114 time=29.2 ms
64 bytes from 8.8.8.8: icmp_seq=899 ttl=114 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=900 ttl=114 time=31.5 ms
64 bytes from 8.8.8.8: icmp_seq=901 ttl=114 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=902 ttl=114 time=38.0 ms
64 bytes from 8.8.8.8: icmp_seq=903 ttl=114 time=40.7 ms
64 bytes from 8.8.8.8: icmp_seq=904 ttl=114 time=22.2 ms
64 bytes from 8.8.8.8: icmp_seq=905 ttl=114 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=906 ttl=114 time=30.3 ms
64 bytes from 8.8.8.8: icmp_seq=907 ttl=114 time=27.7 ms
64 bytes from 8.8.8.8: icmp_seq=908 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=909 ttl=114 time=68.0 ms
64 bytes from 8.8.8.8: icmp_seq=910 ttl=114 time=26.5 ms
64 bytes from 8.8.8.8: icmp_seq=911 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=912 ttl=114 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=913 ttl=114 time=30.9 ms
64 bytes from 8.8.8.8: icmp_seq=914 ttl=114 time=40.3 ms
64 bytes from 8.8.8.8: icmp_seq=915 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=916 ttl=114 time=108 ms
64 bytes from 8.8.8.8: icmp_seq=917 ttl=114 time=22.6 ms
64 bytes from 8.8.8.8: icmp_seq=918 ttl=114 time=37.1 ms
64 bytes from 8.8.8.8: icmp_seq=919 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=920 ttl=114 time=23.5 ms
64 bytes from 8.8.8.8: icmp_seq=921 ttl=114 time=27.5 ms
64 bytes from 8.8.8.8: icmp_seq=922 ttl=114 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=923 ttl=114 time=32.8 ms
64 bytes from 8.8.8.8: icmp_seq=924 ttl=114 time=36.1 ms
64 bytes from 8.8.8.8: icmp_seq=925 ttl=114 time=30.3 ms
64 bytes from 8.8.8.8: icmp_seq=926 ttl=114 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=927 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=928 ttl=114 time=22.8 ms
64 bytes from 8.8.8.8: icmp_seq=929 ttl=114 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=930 ttl=114 time=25.3 ms
64 bytes from 8.8.8.8: icmp_seq=931 ttl=114 time=29.5 ms
64 bytes from 8.8.8.8: icmp_seq=932 ttl=114 time=32.0 ms
64 bytes from 8.8.8.8: icmp_seq=933 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=934 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=935 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=936 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=937 ttl=114 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=938 ttl=114 time=24.5 ms
64 bytes from 8.8.8.8: icmp_seq=939 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=940 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=941 ttl=114 time=26.9 ms
64 bytes from 8.8.8.8: icmp_seq=942 ttl=114 time=25.5 ms
64 bytes from 8.8.8.8: icmp_seq=943 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=944 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=945 ttl=114 time=24.4 ms
64 bytes from 8.8.8.8: icmp_seq=946 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=947 ttl=114 time=32.0 ms
64 bytes from 8.8.8.8: icmp_seq=948 ttl=114 time=26.0 ms
64 bytes from 8.8.8.8: icmp_seq=949 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=950 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=951 ttl=114 time=33.3 ms
64 bytes from 8.8.8.8: icmp_seq=952 ttl=114 time=38.1 ms
64 bytes from 8.8.8.8: icmp_seq=953 ttl=114 time=22.6 ms
64 bytes from 8.8.8.8: icmp_seq=954 ttl=114 time=22.4 ms
64 bytes from 8.8.8.8: icmp_seq=955 ttl=114 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=956 ttl=114 time=35.7 ms
64 bytes from 8.8.8.8: icmp_seq=957 ttl=114 time=31.3 ms
64 bytes from 8.8.8.8: icmp_seq=958 ttl=114 time=27.8 ms
64 bytes from 8.8.8.8: icmp_seq=959 ttl=114 time=25.7 ms
64 bytes from 8.8.8.8: icmp_seq=960 ttl=114 time=38.2 ms
64 bytes from 8.8.8.8: icmp_seq=961 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=962 ttl=114 time=31.3 ms
64 bytes from 8.8.8.8: icmp_seq=963 ttl=114 time=29.9 ms
64 bytes from 8.8.8.8: icmp_seq=964 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=965 ttl=114 time=23.2 ms
64 bytes from 8.8.8.8: icmp_seq=966 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=967 ttl=114 time=20.7 ms
64 bytes from 8.8.8.8: icmp_seq=968 ttl=114 time=125 ms
64 bytes from 8.8.8.8: icmp_seq=969 ttl=114 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=970 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=971 ttl=114 time=21.9 ms
64 bytes from 8.8.8.8: icmp_seq=972 ttl=114 time=24.8 ms
64 bytes from 8.8.8.8: icmp_seq=973 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=974 ttl=114 time=26.7 ms
64 bytes from 8.8.8.8: icmp_seq=975 ttl=114 time=32.1 ms
64 bytes from 8.8.8.8: icmp_seq=976 ttl=114 time=46.3 ms
64 bytes from 8.8.8.8: icmp_seq=977 ttl=114 time=31.0 ms
64 bytes from 8.8.8.8: icmp_seq=978 ttl=114 time=24.7 ms
64 bytes from 8.8.8.8: icmp_seq=979 ttl=114 time=52.7 ms
64 bytes from 8.8.8.8: icmp_seq=980 ttl=114 time=26.1 ms
64 bytes from 8.8.8.8: icmp_seq=981 ttl=114 time=25.3 ms
64 bytes from 8.8.8.8: icmp_seq=982 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=983 ttl=114 time=22.6 ms
64 bytes from 8.8.8.8: icmp_seq=984 ttl=114 time=57.9 ms
64 bytes from 8.8.8.8: icmp_seq=985 ttl=114 time=37.0 ms
64 bytes from 8.8.8.8: icmp_seq=986 ttl=114 time=35.2 ms
64 bytes from 8.8.8.8: icmp_seq=987 ttl=114 time=29.6 ms
64 bytes from 8.8.8.8: icmp_seq=988 ttl=114 time=23.6 ms
64 bytes from 8.8.8.8: icmp_seq=989 ttl=114 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=990 ttl=114 time=30.3 ms
64 bytes from 8.8.8.8: icmp_seq=991 ttl=114 time=28.7 ms
64 bytes from 8.8.8.8: icmp_seq=992 ttl=114 time=22.5 ms
64 bytes from 8.8.8.8: icmp_seq=993 ttl=114 time=31.0 ms
64 bytes from 8.8.8.8: icmp_seq=994 ttl=114 time=30.0 ms
64 bytes from 8.8.8.8: icmp_seq=995 ttl=114 time=22.6 ms
64 bytes from 8.8.8.8: icmp_seq=996 ttl=114 time=21.5 ms
64 bytes from 8.8.8.8: icmp_seq=997 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=998 ttl=114 time=28.1 ms
64 bytes from 8.8.8.8: icmp_seq=999 ttl=114 time=30.7 ms
64 bytes from 8.8.8.8: icmp_seq=1000 ttl=114 time=33.0 ms
64 bytes from 8.8.8.8: icmp_seq=1001 ttl=114 time=54.0 ms
64 bytes from 8.8.8.8: icmp_seq=1002 ttl=114 time=31.7 ms
64 bytes from 8.8.8.8: icmp_seq=1003 ttl=114 time=21.1 ms
64 bytes from 8.8.8.8: icmp_seq=1004 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=1005 ttl=114 time=59.3 ms
64 bytes from 8.8.8.8: icmp_seq=1006 ttl=114 time=27.1 ms
64 bytes from 8.8.8.8: icmp_seq=1007 ttl=114 time=26.4 ms
64 bytes from 8.8.8.8: icmp_seq=1008 ttl=114 time=25.0 ms
64 bytes from 8.8.8.8: icmp_seq=1009 ttl=114 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=1010 ttl=114 time=64.0 ms
64 bytes from 8.8.8.8: icmp_seq=1011 ttl=114 time=22.7 ms
64 bytes from 8.8.8.8: icmp_seq=1012 ttl=114 time=20.6 ms
64 bytes from 8.8.8.8: icmp_seq=1013 ttl=114 time=24.6 ms
64 bytes from 8.8.8.8: icmp_seq=1014 ttl=114 time=29.5 ms
64 bytes from 8.8.8.8: icmp_seq=1015 ttl=114 time=27.9 ms
64 bytes from 8.8.8.8: icmp_seq=1016 ttl=114 time=28.2 ms
64 bytes from 8.8.8.8: icmp_seq=1017 ttl=114 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=1018 ttl=114 time=38.7 ms
64 bytes from 8.8.8.8: icmp_seq=1019 ttl=114 time=35.0 ms
64 bytes from 8.8.8.8: icmp_seq=1020 ttl=114 time=53.9 ms
64 bytes from 8.8.8.8: icmp_seq=1021 ttl=114 time=31.9 ms
64 bytes from 8.8.8.8: icmp_seq=1022 ttl=114 time=65.1 ms
64 bytes from 8.8.8.8: icmp_seq=1023 ttl=114 time=40.2 ms
64 bytes from 8.8.8.8: icmp_seq=1024 ttl=114 time=32.7 ms
64 bytes from 8.8.8.8: icmp_seq=1025 ttl=114 time=46.1 ms
64 bytes from 8.8.8.8: icmp_seq=1026 ttl=114 time=38.1 ms
64 bytes from 8.8.8.8: icmp_seq=1027 ttl=114 time=38.9 ms
64 bytes from 8.8.8.8: icmp_seq=1028 ttl=114 time=22.4 ms
64 bytes from 8.8.8.8: icmp_seq=1029 ttl=114 time=21.7 ms
64 bytes from 8.8.8.8: icmp_seq=1030 ttl=114 time=26.2 ms
64 bytes from 8.8.8.8: icmp_seq=1031 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=1032 ttl=114 time=28.5 ms
64 bytes from 8.8.8.8: icmp_seq=1033 ttl=114 time=21.8 ms
64 bytes from 8.8.8.8: icmp_seq=1034 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=1035 ttl=114 time=23.9 ms
64 bytes from 8.8.8.8: icmp_seq=1036 ttl=114 time=52.9 ms
64 bytes from 8.8.8.8: icmp_seq=1037 ttl=114 time=51.1 ms
64 bytes from 8.8.8.8: icmp_seq=1038 ttl=114 time=50.4 ms
64 bytes from 8.8.8.8: icmp_seq=1039 ttl=114 time=22.9 ms
64 bytes from 8.8.8.8: icmp_seq=1040 ttl=114 time=25.9 ms
64 bytes from 8.8.8.8: icmp_seq=1041 ttl=114 time=24.3 ms
64 bytes from 8.8.8.8: icmp_seq=1042 ttl=114 time=32.7 ms
64 bytes from 8.8.8.8: icmp_seq=1043 ttl=114 time=26.5 ms
64 bytes from 8.8.8.8: icmp_seq=1044 ttl=114 time=39.3 ms
64 bytes from 8.8.8.8: icmp_seq=1045 ttl=114 time=37.0 ms
64 bytes from 8.8.8.8: icmp_seq=1046 ttl=114 time=31.2 ms
64 bytes from 8.8.8.8: icmp_seq=1047 ttl=114 time=48.3 ms
64 bytes from 8.8.8.8: icmp_seq=1048 ttl=114 time=23.7 ms
64 bytes from 8.8.8.8: icmp_seq=1049 ttl=114 time=27.5 ms
64 bytes from 8.8.8.8: icmp_seq=1050 ttl=114 time=25.6 ms
64 bytes from 8.8.8.8: icmp_seq=1051 ttl=114 time=31.0 ms
64 bytes from 8.8.8.8: icmp_seq=1052 ttl=114 time=30.7 ms
64 bytes from 8.8.8.8: icmp_seq=1053 ttl=114 time=30.2 ms
64 bytes from 8.8.8.8: icmp_seq=1054 ttl=114 time=33.5 ms
64 bytes from 8.8.8.8: icmp_seq=1055 ttl=114 time=25.8 ms
64 bytes from 8.8.8.8: icmp_seq=1056 ttl=114 time=23.8 ms
64 bytes from 8.8.8.8: icmp_seq=1057 ttl=114 time=28.3 ms
64 bytes from 8.8.8.8: icmp_seq=1058 ttl=114 time=21.6 ms
64 bytes from 8.8.8.8: icmp_seq=1059 ttl=114 time=24.4 ms
64 bytes from 8.8.8.8: icmp_seq=1060 ttl=114 time=24.2 ms
64 bytes from 8.8.8.8: icmp_seq=1061 ttl=114 time=22.2 ms
64 bytes from 8.8.8.8: icmp_seq=1062 ttl=114 time=25.2 ms
64 bytes from 8.8.8.8: icmp_seq=1063 ttl=114 time=23.3 ms
64 bytes from 8.8.8.8: icmp_seq=1064 ttl=114 time=26.2 ms
64 bytes from 8.8.8.8: icmp_seq=1065 ttl=114 time=25.1 ms
64 bytes from 8.8.8.8: icmp_seq=1066 ttl=114 time=28.6 ms
64 bytes from 8.8.8.8: icmp_seq=1067 ttl=114 time=24.7 ms
